Date de saisie;Date opération;Description;Montant;Type;Catégorie;Date de rapprochement;Répétition mensuelle;Répétition annuelle;Depuis;Vers;ID
16/06/2024;16/06/2024;Pharmacie Centrale 💊;22,27;Dépenses variables;Santé & Mutuelle;16/06/2024;FAUX;FAUX;Compte Courant Principal;;348
25/06/2024;25/06/2024;Pathé Gaumont - Cinéma 🎬;123,81;Dépenses variables;Loisirs & Culture;25/06/2024;FAUX;FAUX;Compte Courant Principal;;349
12/06/2024;12/06/2024;Shopping Habillement 🛍️;40,05;Dépenses variables;Shopping & Habillement;12/06/2024;FAUX;FAUX;Compte Courant Principal;;350
27/07/2024;28/07/2024;Salaire Mensuel 💶;1753,63;Recettes;Salaire;28/07/2024;VRAI;FAUX;;Compte Courant Principal;351
01/07/2024;02/07/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/07/2024;VRAI;FAUX;Compte Courant Principal;Livret A;352
04/07/2024;05/07/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/07/2024;VRAI;FAUX;Compte Courant Principal;;353
09/07/2024;10/07/2024;Facture Électricité & Gaz ⚡;77,26;Dépenses fixes;Énergie & Eau;10/07/2024;VRAI;FAUX;Compte Courant Principal;;354
10/07/2024;12/07/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/07/2024;VRAI;FAUX;Compte Courant Principal;;355
17/07/2024;18/07/2024;Assurance Habitation & Auto 🛡️;67,97;Dépenses fixes;Assurance;18/07/2024;VRAI;FAUX;Compte Courant Principal;;356
19/07/2024;20/07/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/07/2024;VRAI;FAUX;Compte Courant Principal;;357
21/07/2024;22/07/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/07/2024;VRAI;FAUX;Compte Courant Principal;;358
04/07/2024;04/07/2024;Courses Auchan 🛒;94,06;Dépenses variables;Alimentation;04/07/2024;FAUX;FAUX;Compte Courant Principal;;359
12/07/2024;12/07/2024;Courses Lidl 🛒;95,76;Dépenses variables;Alimentation;12/07/2024;FAUX;FAUX;Compte Courant Principal;;360
19/07/2024;19/07/2024;Courses Auchan 🛒;97,09;Dépenses variables;Alimentation;19/07/2024;FAUX;FAUX;Compte Courant Principal;;361
26/07/2024;26/07/2024;Courses Auchan 🛒;91,05;Dépenses variables;Alimentation;26/07/2024;FAUX;FAUX;Compte Courant Principal;;362
09/07/2024;09/07/2024;Station TotalEnergies - Carburant ⛽;55,48;Dépenses variables;Transport & Carburant;09/07/2024;FAUX;FAUX;Compte Courant Principal;;363
19/07/2024;19/07/2024;Station TotalEnergies - Carburant ⛽;62,58;Dépenses variables;Transport & Carburant;19/07/2024;FAUX;FAUX;Compte Courant Principal;;364
07/07/2024;07/07/2024;Pizzeria Bella Vista 🍕;38,26;Dépenses variables;Restauration & Sorties;07/07/2024;FAUX;FAUX;Compte Courant Principal;;365
21/07/2024;21/07/2024;Brasserie du Centre 🍕;33,57;Dépenses variables;Restauration & Sorties;21/07/2024;FAUX;FAUX;Compte Courant Principal;;366
16/07/2024;16/07/2024;Pharmacie Centrale 💊;20,60;Dépenses variables;Santé & Mutuelle;16/07/2024;FAUX;FAUX;Compte Courant Principal;;367
22/07/2024;22/07/2024;Decathlon - Loisirs ⚽;123,17;Dépenses variables;Loisirs & Culture;22/07/2024;FAUX;FAUX;Compte Courant Principal;;368
16/07/2024;16/07/2024;Shopping Habillement 🛍️;44,40;Dépenses variables;Shopping & Habillement;16/07/2024;FAUX;FAUX;Compte Courant Principal;;369
16/07/2024;16/07/2024;Camping Les Pins - Vacances 🏖️;90,00;Dépenses variables;Loisirs & Culture;16/07/2024;FAUX;FAUX;Compte Courant Principal;;370
26/08/2024;27/08/2024;Salaire Mensuel 💶;1757,15;Recettes;Salaire;27/08/2024;VRAI;FAUX;;Compte Courant Principal;371
31/07/2024;02/08/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/08/2024;VRAI;FAUX;Compte Courant Principal;Livret A;372
04/08/2024;05/08/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/08/2024;VRAI;FAUX;Compte Courant Principal;;373
09/08/2024;10/08/2024;Facture Électricité & Gaz ⚡;79,83;Dépenses fixes;Énergie & Eau;10/08/2024;VRAI;FAUX;Compte Courant Principal;;374
10/08/2024;12/08/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/08/2024;VRAI;FAUX;Compte Courant Principal;;375
17/08/2024;18/08/2024;Assurance Habitation & Auto 🛡️;68,81;Dépenses fixes;Assurance;18/08/2024;VRAI;FAUX;Compte Courant Principal;;376
18/08/2024;20/08/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/08/2024;VRAI;FAUX;Compte Courant Principal;;377
21/08/2024;22/08/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/08/2024;VRAI;FAUX;Compte Courant Principal;;378
04/08/2024;04/08/2024;Courses Lidl 🛒;94,48;Dépenses variables;Alimentation;04/08/2024;FAUX;FAUX;Compte Courant Principal;;379
11/08/2024;11/08/2024;Courses Lidl 🛒;88,71;Dépenses variables;Alimentation;11/08/2024;FAUX;FAUX;Compte Courant Principal;;380
18/08/2024;18/08/2024;Courses E.Leclerc 🛒;93,95;Dépenses variables;Alimentation;18/08/2024;FAUX;FAUX;Compte Courant Principal;;381
27/08/2024;27/08/2024;Courses E.Leclerc 🛒;92,39;Dépenses variables;Alimentation;27/08/2024;FAUX;FAUX;Compte Courant Principal;;382
08/08/2024;08/08/2024;Station TotalEnergies - Carburant ⛽;60,51;Dépenses variables;Transport & Carburant;08/08/2024;FAUX;FAUX;Compte Courant Principal;;383
22/08/2024;22/08/2024;Station TotalEnergies - Carburant ⛽;62,54;Dépenses variables;Transport & Carburant;22/08/2024;FAUX;FAUX;Compte Courant Principal;;384
10/08/2024;10/08/2024;Pizzeria Bella Vista 🍕;37,40;Dépenses variables;Restauration & Sorties;10/08/2024;FAUX;FAUX;Compte Courant Principal;;385
21/08/2024;21/08/2024;Pizzeria Bella Vista 🍕;37,98;Dépenses variables;Restauration & Sorties;21/08/2024;FAUX;FAUX;Compte Courant Principal;;386
17/08/2024;17/08/2024;Pharmacie Centrale 💊;22,58;Dépenses variables;Santé & Mutuelle;17/08/2024;FAUX;FAUX;Compte Courant Principal;;387
24/08/2024;24/08/2024;Pathé Gaumont - Cinéma 🎬;115,52;Dépenses variables;Loisirs & Culture;24/08/2024;FAUX;FAUX;Compte Courant Principal;;388
16/08/2024;16/08/2024;Shopping Habillement 🛍️;46,74;Dépenses variables;Shopping & Habillement;16/08/2024;FAUX;FAUX;Compte Courant Principal;;389
16/08/2024;16/08/2024;Péages & Autoroute 🛣️;35,00;Dépenses variables;Transport & Carburant;16/08/2024;FAUX;FAUX;Compte Courant Principal;;390
26/09/2024;27/09/2024;Salaire Mensuel 💶;1780,20;Recettes;Salaire;27/09/2024;VRAI;FAUX;;Compte Courant Principal;391
01/09/2024;02/09/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/09/2024;VRAI;FAUX;Compte Courant Principal;Livret A;392
04/09/2024;05/09/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/09/2024;VRAI;FAUX;Compte Courant Principal;;393
08/09/2024;10/09/2024;Facture Électricité & Gaz ⚡;79,69;Dépenses fixes;Énergie & Eau;10/09/2024;VRAI;FAUX;Compte Courant Principal;;394
10/09/2024;12/09/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/09/2024;VRAI;FAUX;Compte Courant Principal;;395
16/09/2024;18/09/2024;Assurance Habitation & Auto 🛡️;67,08;Dépenses fixes;Assurance;18/09/2024;VRAI;FAUX;Compte Courant Principal;;396
19/09/2024;20/09/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/09/2024;VRAI;FAUX;Compte Courant Principal;;397
20/09/2024;22/09/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/09/2024;VRAI;FAUX;Compte Courant Principal;;398
04/09/2024;04/09/2024;Courses Auchan 🛒;97,69;Dépenses variables;Alimentation;04/09/2024;FAUX;FAUX;Compte Courant Principal;;399
11/09/2024;11/09/2024;Courses E.Leclerc 🛒;92,08;Dépenses variables;Alimentation;11/09/2024;FAUX;FAUX;Compte Courant Principal;;400
19/09/2024;19/09/2024;Courses Carrefour 🛒;96,58;Dépenses variables;Alimentation;19/09/2024;FAUX;FAUX;Compte Courant Principal;;401
26/09/2024;26/09/2024;Courses Auchan 🛒;94,94;Dépenses variables;Alimentation;26/09/2024;FAUX;FAUX;Compte Courant Principal;;402
07/09/2024;07/09/2024;Station TotalEnergies - Carburant ⛽;60,30;Dépenses variables;Transport & Carburant;07/09/2024;FAUX;FAUX;Compte Courant Principal;;403
22/09/2024;22/09/2024;Station TotalEnergies - Carburant ⛽;61,51;Dépenses variables;Transport & Carburant;22/09/2024;FAUX;FAUX;Compte Courant Principal;;404
10/09/2024;10/09/2024;Brasserie du Centre 🍕;32,37;Dépenses variables;Restauration & Sorties;10/09/2024;FAUX;FAUX;Compte Courant Principal;;405
23/09/2024;23/09/2024;Brasserie du Centre 🍕;34,52;Dépenses variables;Restauration & Sorties;23/09/2024;FAUX;FAUX;Compte Courant Principal;;406
18/09/2024;18/09/2024;Pharmacie Centrale 💊;23,23;Dépenses variables;Santé & Mutuelle;18/09/2024;FAUX;FAUX;Compte Courant Principal;;407
26/09/2024;26/09/2024;Pathé Gaumont - Cinéma 🎬;131,50;Dépenses variables;Loisirs & Culture;26/09/2024;FAUX;FAUX;Compte Courant Principal;;408
16/09/2024;16/09/2024;Shopping Habillement 🛍️;44,24;Dépenses variables;Shopping & Habillement;16/09/2024;FAUX;FAUX;Compte Courant Principal;;409
26/10/2024;27/10/2024;Salaire Mensuel 💶;1755,84;Recettes;Salaire;27/10/2024;VRAI;FAUX;;Compte Courant Principal;410
30/09/2024;02/10/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/10/2024;VRAI;FAUX;Compte Courant Principal;Livret A;411
04/10/2024;05/10/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/10/2024;VRAI;FAUX;Compte Courant Principal;;412
09/10/2024;10/10/2024;Facture Électricité & Gaz ⚡;78,45;Dépenses fixes;Énergie & Eau;10/10/2024;VRAI;FAUX;Compte Courant Principal;;413
10/10/2024;12/10/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/10/2024;VRAI;FAUX;Compte Courant Principal;;414
17/10/2024;18/10/2024;Assurance Habitation & Auto 🛡️;69,03;Dépenses fixes;Assurance;18/10/2024;VRAI;FAUX;Compte Courant Principal;;415
18/10/2024;20/10/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/10/2024;VRAI;FAUX;Compte Courant Principal;;416
20/10/2024;22/10/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/10/2024;VRAI;FAUX;Compte Courant Principal;;417
04/10/2024;04/10/2024;Courses Auchan 🛒;89,21;Dépenses variables;Alimentation;04/10/2024;FAUX;FAUX;Compte Courant Principal;;418
12/10/2024;12/10/2024;Courses Lidl 🛒;95,10;Dépenses variables;Alimentation;12/10/2024;FAUX;FAUX;Compte Courant Principal;;419
19/10/2024;19/10/2024;Courses Carrefour 🛒;93,52;Dépenses variables;Alimentation;19/10/2024;FAUX;FAUX;Compte Courant Principal;;420
25/10/2024;25/10/2024;Courses Lidl 🛒;97,92;Dépenses variables;Alimentation;25/10/2024;FAUX;FAUX;Compte Courant Principal;;421
05/10/2024;05/10/2024;Station TotalEnergies - Carburant ⛽;58,69;Dépenses variables;Transport & Carburant;05/10/2024;FAUX;FAUX;Compte Courant Principal;;422
19/10/2024;19/10/2024;Station TotalEnergies - Carburant ⛽;60,18;Dépenses variables;Transport & Carburant;19/10/2024;FAUX;FAUX;Compte Courant Principal;;423
07/10/2024;07/10/2024;Bistrot Gourmand 🍕;36,98;Dépenses variables;Restauration & Sorties;07/10/2024;FAUX;FAUX;Compte Courant Principal;;424
23/10/2024;23/10/2024;Pizzeria Bella Vista 🍕;37,09;Dépenses variables;Restauration & Sorties;23/10/2024;FAUX;FAUX;Compte Courant Principal;;425
15/10/2024;15/10/2024;Pharmacie Centrale 💊;26,68;Dépenses variables;Santé & Mutuelle;15/10/2024;FAUX;FAUX;Compte Courant Principal;;426
25/10/2024;25/10/2024;Decathlon - Loisirs ⚽;119,87;Dépenses variables;Loisirs & Culture;25/10/2024;FAUX;FAUX;Compte Courant Principal;;427
13/10/2024;13/10/2024;Shopping Habillement 🛍️;42,67;Dépenses variables;Shopping & Habillement;13/10/2024;FAUX;FAUX;Compte Courant Principal;;428
26/11/2024;27/11/2024;Salaire Mensuel 💶;1776,13;Recettes;Salaire;27/11/2024;VRAI;FAUX;;Compte Courant Principal;429
31/10/2024;02/11/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/11/2024;VRAI;FAUX;Compte Courant Principal;Livret A;430
03/11/2024;05/11/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/11/2024;VRAI;FAUX;Compte Courant Principal;;431
08/11/2024;10/11/2024;Facture Électricité & Gaz ⚡;94,10;Dépenses fixes;Énergie & Eau;10/11/2024;VRAI;FAUX;Compte Courant Principal;;432
11/11/2024;12/11/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/11/2024;VRAI;FAUX;Compte Courant Principal;;433
16/11/2024;18/11/2024;Assurance Habitation & Auto 🛡️;69,16;Dépenses fixes;Assurance;18/11/2024;VRAI;FAUX;Compte Courant Principal;;434
18/11/2024;20/11/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/11/2024;VRAI;FAUX;Compte Courant Principal;;435
20/11/2024;22/11/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/11/2024;VRAI;FAUX;Compte Courant Principal;;436
02/11/2024;02/11/2024;Courses Auchan 🛒;93,39;Dépenses variables;Alimentation;02/11/2024;FAUX;FAUX;Compte Courant Principal;;437
11/11/2024;11/11/2024;Courses E.Leclerc 🛒;93,52;Dépenses variables;Alimentation;11/11/2024;FAUX;FAUX;Compte Courant Principal;;438
20/11/2024;20/11/2024;Courses Auchan 🛒;92,55;Dépenses variables;Alimentation;20/11/2024;FAUX;FAUX;Compte Courant Principal;;439
26/11/2024;26/11/2024;Courses Lidl 🛒;97,81;Dépenses variables;Alimentation;26/11/2024;FAUX;FAUX;Compte Courant Principal;;440
06/11/2024;06/11/2024;Station TotalEnergies - Carburant ⛽;59,57;Dépenses variables;Transport & Carburant;06/11/2024;FAUX;FAUX;Compte Courant Principal;;441
20/11/2024;20/11/2024;Station TotalEnergies - Carburant ⛽;61,85;Dépenses variables;Transport & Carburant;20/11/2024;FAUX;FAUX;Compte Courant Principal;;442
09/11/2024;09/11/2024;Bistrot Gourmand 🍕;32,44;Dépenses variables;Restauration & Sorties;09/11/2024;FAUX;FAUX;Compte Courant Principal;;443
24/11/2024;24/11/2024;Pizzeria Bella Vista 🍕;39,05;Dépenses variables;Restauration & Sorties;24/11/2024;FAUX;FAUX;Compte Courant Principal;;444
15/11/2024;15/11/2024;Pharmacie Centrale 💊;27,91;Dépenses variables;Santé & Mutuelle;15/11/2024;FAUX;FAUX;Compte Courant Principal;;445
23/11/2024;23/11/2024;Pathé Gaumont - Cinéma 🎬;124,91;Dépenses variables;Loisirs & Culture;23/11/2024;FAUX;FAUX;Compte Courant Principal;;446
13/11/2024;13/11/2024;Shopping Habillement 🛍️;45,05;Dépenses variables;Shopping & Habillement;13/11/2024;FAUX;FAUX;Compte Courant Principal;;447
27/12/2024;28/12/2024;Salaire Mensuel 💶;1776,30;Recettes;Salaire;28/12/2024;VRAI;FAUX;;Compte Courant Principal;448
30/11/2024;02/12/2024;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/12/2024;VRAI;FAUX;Compte Courant Principal;Livret A;449
04/12/2024;05/12/2024;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/12/2024;VRAI;FAUX;Compte Courant Principal;;450
09/12/2024;10/12/2024;Facture Électricité & Gaz ⚡;96,50;Dépenses fixes;Énergie & Eau;10/12/2024;VRAI;FAUX;Compte Courant Principal;;451
10/12/2024;12/12/2024;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/12/2024;VRAI;FAUX;Compte Courant Principal;;452
17/12/2024;18/12/2024;Assurance Habitation & Auto 🛡️;67,76;Dépenses fixes;Assurance;18/12/2024;VRAI;FAUX;Compte Courant Principal;;453
19/12/2024;20/12/2024;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/12/2024;VRAI;FAUX;Compte Courant Principal;;454
20/12/2024;22/12/2024;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/12/2024;VRAI;FAUX;Compte Courant Principal;;455
03/12/2024;03/12/2024;Courses E.Leclerc 🛒;94,23;Dépenses variables;Alimentation;03/12/2024;FAUX;FAUX;Compte Courant Principal;;456
11/12/2024;11/12/2024;Courses Carrefour 🛒;96,52;Dépenses variables;Alimentation;11/12/2024;FAUX;FAUX;Compte Courant Principal;;457
20/12/2024;20/12/2024;Courses Auchan 🛒;97,54;Dépenses variables;Alimentation;20/12/2024;FAUX;FAUX;Compte Courant Principal;;458
27/12/2024;27/12/2024;Courses Auchan 🛒;96,72;Dépenses variables;Alimentation;27/12/2024;FAUX;FAUX;Compte Courant Principal;;459
05/12/2024;05/12/2024;Station TotalEnergies - Carburant ⛽;59,94;Dépenses variables;Transport & Carburant;05/12/2024;FAUX;FAUX;Compte Courant Principal;;460
20/12/2024;20/12/2024;Station TotalEnergies - Carburant ⛽;60,05;Dépenses variables;Transport & Carburant;20/12/2024;FAUX;FAUX;Compte Courant Principal;;461
08/12/2024;08/12/2024;Bistrot Gourmand 🍕;41,97;Dépenses variables;Restauration & Sorties;08/12/2024;FAUX;FAUX;Compte Courant Principal;;462
21/12/2024;21/12/2024;Brasserie du Centre 🍕;36,34;Dépenses variables;Restauration & Sorties;21/12/2024;FAUX;FAUX;Compte Courant Principal;;463
18/12/2024;18/12/2024;Pharmacie Centrale 💊;25,07;Dépenses variables;Santé & Mutuelle;18/12/2024;FAUX;FAUX;Compte Courant Principal;;464
22/12/2024;22/12/2024;Decathlon - Loisirs ⚽;123,87;Dépenses variables;Loisirs & Culture;22/12/2024;FAUX;FAUX;Compte Courant Principal;;465
14/12/2024;14/12/2024;Shopping Habillement 🛍️;53,07;Dépenses variables;Shopping & Habillement;14/12/2024;FAUX;FAUX;Compte Courant Principal;;466
18/12/2024;18/12/2024;Cadeaux de Noël & Fêtes 🎁;85,00;Dépenses variables;Shopping & Habillement;18/12/2024;FAUX;FAUX;Compte Courant Principal;;467
26/01/2025;27/01/2025;Salaire Mensuel 💶;1759,94;Recettes;Salaire;27/01/2025;VRAI;FAUX;;Compte Courant Principal;468
31/12/2024;02/01/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/01/2025;VRAI;FAUX;Compte Courant Principal;Livret A;469
04/01/2025;05/01/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/01/2025;VRAI;FAUX;Compte Courant Principal;;470
09/01/2025;10/01/2025;Facture Électricité & Gaz ⚡;93,22;Dépenses fixes;Énergie & Eau;10/01/2025;VRAI;FAUX;Compte Courant Principal;;471
10/01/2025;12/01/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/01/2025;VRAI;FAUX;Compte Courant Principal;;472
17/01/2025;18/01/2025;Assurance Habitation & Auto 🛡️;67,43;Dépenses fixes;Assurance;18/01/2025;VRAI;FAUX;Compte Courant Principal;;473
19/01/2025;20/01/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/01/2025;VRAI;FAUX;Compte Courant Principal;;474
21/01/2025;22/01/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/01/2025;VRAI;FAUX;Compte Courant Principal;;475
02/01/2025;02/01/2025;Courses Auchan 🛒;94,20;Dépenses variables;Alimentation;02/01/2025;FAUX;FAUX;Compte Courant Principal;;476
10/01/2025;10/01/2025;Courses Auchan 🛒;97,13;Dépenses variables;Alimentation;10/01/2025;FAUX;FAUX;Compte Courant Principal;;477
18/01/2025;18/01/2025;Courses Lidl 🛒;92,61;Dépenses variables;Alimentation;18/01/2025;FAUX;FAUX;Compte Courant Principal;;478
26/01/2025;26/01/2025;Courses Auchan 🛒;90,55;Dépenses variables;Alimentation;26/01/2025;FAUX;FAUX;Compte Courant Principal;;479
05/01/2025;05/01/2025;Station TotalEnergies - Carburant ⛽;62,19;Dépenses variables;Transport & Carburant;05/01/2025;FAUX;FAUX;Compte Courant Principal;;480
22/01/2025;22/01/2025;Station TotalEnergies - Carburant ⛽;62,21;Dépenses variables;Transport & Carburant;22/01/2025;FAUX;FAUX;Compte Courant Principal;;481
10/01/2025;10/01/2025;Pizzeria Bella Vista 🍕;33,58;Dépenses variables;Restauration & Sorties;10/01/2025;FAUX;FAUX;Compte Courant Principal;;482
23/01/2025;23/01/2025;Pizzeria Bella Vista 🍕;41,88;Dépenses variables;Restauration & Sorties;23/01/2025;FAUX;FAUX;Compte Courant Principal;;483
17/01/2025;17/01/2025;Pharmacie Centrale 💊;27,70;Dépenses variables;Santé & Mutuelle;17/01/2025;FAUX;FAUX;Compte Courant Principal;;484
24/01/2025;24/01/2025;Fnac - Livres & Musique 📚;124,14;Dépenses variables;Loisirs & Culture;24/01/2025;FAUX;FAUX;Compte Courant Principal;;485
13/01/2025;13/01/2025;Shopping Habillement 🛍️;54,99;Dépenses variables;Shopping & Habillement;13/01/2025;FAUX;FAUX;Compte Courant Principal;;486
27/02/2025;28/02/2025;Salaire Mensuel 💶;1753,41;Recettes;Salaire;28/02/2025;VRAI;FAUX;;Compte Courant Principal;487
31/01/2025;02/02/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/02/2025;VRAI;FAUX;Compte Courant Principal;Livret A;488
03/02/2025;05/02/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/02/2025;VRAI;FAUX;Compte Courant Principal;;489
09/02/2025;10/02/2025;Facture Électricité & Gaz ⚡;94,53;Dépenses fixes;Énergie & Eau;10/02/2025;VRAI;FAUX;Compte Courant Principal;;490
10/02/2025;12/02/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/02/2025;VRAI;FAUX;Compte Courant Principal;;491
16/02/2025;18/02/2025;Assurance Habitation & Auto 🛡️;67,44;Dépenses fixes;Assurance;18/02/2025;VRAI;FAUX;Compte Courant Principal;;492
19/02/2025;20/02/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/02/2025;VRAI;FAUX;Compte Courant Principal;;493
21/02/2025;22/02/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/02/2025;VRAI;FAUX;Compte Courant Principal;;494
04/02/2025;04/02/2025;Courses Auchan 🛒;96,33;Dépenses variables;Alimentation;04/02/2025;FAUX;FAUX;Compte Courant Principal;;495
11/02/2025;11/02/2025;Courses Lidl 🛒;94,07;Dépenses variables;Alimentation;11/02/2025;FAUX;FAUX;Compte Courant Principal;;496
19/02/2025;19/02/2025;Courses Lidl 🛒;94,37;Dépenses variables;Alimentation;19/02/2025;FAUX;FAUX;Compte Courant Principal;;497
27/02/2025;27/02/2025;Courses E.Leclerc 🛒;94,78;Dépenses variables;Alimentation;27/02/2025;FAUX;FAUX;Compte Courant Principal;;498
06/02/2025;06/02/2025;Station TotalEnergies - Carburant ⛽;60,03;Dépenses variables;Transport & Carburant;06/02/2025;FAUX;FAUX;Compte Courant Principal;;499
19/02/2025;19/02/2025;Station TotalEnergies - Carburant ⛽;57,47;Dépenses variables;Transport & Carburant;19/02/2025;FAUX;FAUX;Compte Courant Principal;;500
09/02/2025;09/02/2025;Pizzeria Bella Vista 🍕;32,33;Dépenses variables;Restauration & Sorties;09/02/2025;FAUX;FAUX;Compte Courant Principal;;501
22/02/2025;22/02/2025;Pizzeria Bella Vista 🍕;32,90;Dépenses variables;Restauration & Sorties;22/02/2025;FAUX;FAUX;Compte Courant Principal;;502
14/02/2025;14/02/2025;Pharmacie Centrale 💊;25,98;Dépenses variables;Santé & Mutuelle;14/02/2025;FAUX;FAUX;Compte Courant Principal;;503
23/02/2025;23/02/2025;Decathlon - Loisirs ⚽;119,02;Dépenses variables;Loisirs & Culture;23/02/2025;FAUX;FAUX;Compte Courant Principal;;504
14/02/2025;14/02/2025;Shopping Habillement 🛍️;45,62;Dépenses variables;Shopping & Habillement;14/02/2025;FAUX;FAUX;Compte Courant Principal;;505
27/03/2025;28/03/2025;Salaire Mensuel 💶;1775,12;Recettes;Salaire;28/03/2025;VRAI;FAUX;;Compte Courant Principal;506
28/02/2025;02/03/2025;Virement Épargne Mensuelle 🐷;120,00;Virement;Épargne;02/03/2025;VRAI;FAUX;Compte Courant Principal;Livret A;507
03/03/2025;05/03/2025;Loyer & Charges 🏠;620,00;Dépenses fixes;Logement;05/03/2025;VRAI;FAUX;Compte Courant Principal;;508
08/03/2025;10/03/2025;Facture Électricité & Gaz ⚡;78,03;Dépenses fixes;Énergie & Eau;10/03/2025;VRAI;FAUX;Compte Courant Principal;;509
11/03/2025;12/03/2025;Abonnement Fibre & Mobile 📱;48,00;Dépenses fixes;Téléphonie & Internet;12/03/2025;VRAI;FAUX;Compte Courant Principal;;510
16/03/2025;18/03/2025;Assurance Habitation & Auto 🛡️;69,30;Dépenses fixes;Assurance;18/03/2025;VRAI;FAUX;Compte Courant Principal;;511
19/03/2025;20/03/2025;Abonnement Streaming 🎬;22,00;Dépenses fixes;Abonnements & Médias;20/03/2025;VRAI;FAUX;Compte Courant Principal;;512
21/03/2025;22/03/2025;Cotisation Mutuelle 💊;32,00;Dépenses fixes;Santé & Mutuelle;22/03/2025;VRAI;FAUX;Compte Courant Principal;;513
02/03/2025;02/03/2025;Courses Auchan 🛒;97,67;Dépenses variables;Alimentation;02/03/2025;FAUX;FAUX;Compte Courant Principal;;514
12/03/2025;12/03/2025;Courses E.Leclerc 🛒;88,90;Dépenses variables;Alimentation;12/03/2025;FAUX;FAUX;Compte Courant Principal;;515
19/03/2025;19/03/2025;Courses Carrefour 🛒;90,64;Dépenses variables;Alimentation;19/03/2025;FAUX;FAUX;Compte Courant Principal;;516
25/03/2025;25/03/2025;Courses Auchan 🛒;91,69;Dépenses variables;Alimentation;25/03/2025;FAUX;FAUX;Compte Courant Principal;;517
07/03/2025;07/03/2025;Station TotalEnergies - Carburant ⛽;59,68;Dépenses variables;Transport & Carburant;07/03/2025;FAUX;FAUX;Compte Courant Principal;;518
21/03/2025;21/03/2025;Station TotalEnergies - Carburant ⛽;55,87;Dépenses variables;Transport & Carburant;21/03/2025;FAUX;FAUX;Compte Courant Principal;;519
07/03/2025;07/03/2025;Bistrot Gourmand 🍕;36,71;Dépenses variables;Restauration & Sorties;07/03/2025;FAUX;FAUX;Compte Courant Principal;;520
25/03/2025;25/03/2025;Bistrot Gourmand 🍕;35,28;Dépenses variables;Restauration & Sorties;25/03/2025;FAUX;FAUX;Compte Courant Principal;;521
